destination_ips,source_ips,time_variance,max_occuring_byte_size,byte_size_variance,protocols,number_of_packets,label
"17.248.216.69,17.248.216.66,142.250.66.3,52.219.164.212,17.242.13.4,192.168.0.137,142.250.76.174","17.248.216.69,17.248.216.66,142.250.66.3,52.219.164.212,17.242.13.4,192.168.0.137,142.250.76.174",0.8238170183475167,66,315598.7073631841,"17,6",201,0
"17.248.216.69,17.248.216.66,17.242.13.4,224.0.0.251,192.168.0.137,52.219.125.84","17.248.216.69,17.248.216.66,192.168.0.104,17.242.13.4,192.168.0.137,52.219.125.84",1.1706270309556535,66,301958.51791259565,"17,6",163,0
"17.248.216.68,17.248.216.66,192.168.0.1,17.242.13.4,224.0.0.251,192.168.0.137,52.219.125.84","17.248.216.68,17.248.216.66,192.168.0.194,192.168.0.1,17.242.13.4,192.168.0.137,52.219.125.84",1.0991243274604938,66,309527.8478686918,"17,6",157,0
"17.248.216.68,17.248.216.66,17.242.13.4,224.0.0.251,192.168.0.137,52.219.125.84","17.248.216.68,17.248.216.66,192.168.0.109,17.242.13.4,192.168.0.137,52.219.125.84",1.1352970171571597,66,314841.3159984276,"17,6",160,0
"17.248.216.68,17.248.216.66,192.168.0.1,17.242.13.4,192.168.0.137,52.219.40.54,142.251.42.46","17.248.216.68,17.248.216.66,192.168.0.1,17.242.13.4,192.168.0.137,52.219.40.54,142.251.42.46",0.7821877643604541,66,316703.5936532507,"17,6",153,0
"17.248.216.68,17.248.216.66,192.168.0.1,17.242.13.4,224.0.0.251,192.168.0.137,52.219.40.54,239.255.255.250","17.248.216.68,17.248.216.66,192.168.0.1,192.168.0.104,17.242.13.4,192.168.0.137,52.219.40.54",0.9417038467449439,66,278462.3578788495,"17,6",263,0
"17.248.216.68,142.251.12.188,17.248.216.66,17.242.13.4,192.168.0.137,140.82.114.25,52.219.40.54,239.255.255.250","17.248.216.68,142.251.12.188,17.248.216.66,192.168.0.194,17.242.13.4,192.168.0.137,140.82.114.25,52.219.40.54",1.443082128484559,66,297820.8188154495,"17,6",172,0
"17.248.216.68,17.248.216.66,52.19.236.182,52.219.128.238,192.168.0.1,17.242.13.4,224.0.0.251,192.168.0.137","17.248.216.68,17.248.216.66,192.168.0.109,52.19.236.182,52.219.128.238,192.168.0.1,17.242.13.4,192.168.0.137",0.7853391912028856,66,301811.70901055034,"17,6",168,0
"17.248.216.68,17.248.216.66,17.242.13.4,224.0.0.251,192.168.0.137,52.219.129.128","17.248.216.68,17.248.216.66,192.168.0.109,17.242.13.4,192.168.0.137,52.219.129.128",1.239047406839075,66,296804.2598166234,"17,6",174,0
"17.248.216.68,17.248.216.66,17.242.13.4,224.0.0.251,192.168.0.137,140.82.114.25,52.219.129.128,142.250.76.174,239.255.255.250","17.248.216.68,17.248.216.66,192.168.0.109,192.168.0.194,192.168.0.104,17.242.13.4,192.168.0.137,140.82.114.25,52.219.129.128,142.250.76.174",1.1827103101355203,66,299220.69357440516,"17,6",173,0
"17.248.216.68,17.248.216.66,52.19.236.182,192.168.0.1,31.13.64.61,17.242.13.4,192.168.0.137,142.251.42.46,52.219.129.128,18.155.107.24,239.255.255.250","17.248.216.68,17.248.216.66,192.168.0.194,52.19.236.182,192.168.0.1,31.13.64.61,192.168.0.104,17.242.13.4,192.168.0.137,142.251.42.46,52.219.129.128,18.155.107.24",1.3181597530619102,66,244031.36263453815,"17,6",250,0
"17.248.216.68,17.248.216.66,17.242.13.4,224.0.0.251,192.168.0.137,52.219.129.128","17.248.216.68,17.248.216.66,192.168.0.109,17.242.13.4,192.168.0.137,52.219.129.128",1.0527206890655612,66,321427.72209337127,"17,6",164,0
"17.248.216.68,17.248.216.66,17.242.13.4,224.0.0.251,192.168.0.137,52.219.129.128","17.248.216.68,17.248.216.66,192.168.0.109,17.242.13.4,192.168.0.137,52.219.129.128",1.0037942007856204,66,311515.8572106609,"17,6",166,0
"17.248.216.68,17.248.216.66,192.168.0.1,17.242.13.4,224.0.0.251,192.168.0.137,52.219.129.128","17.248.216.68,17.248.216.66,192.168.0.1,192.168.0.104,17.242.13.4,192.168.0.137,52.219.129.128",1.1719012072973458,66,297315.4062400813,"17,6",178,0
"17.248.216.68,17.248.216.66,17.242.13.4,224.0.0.251,192.168.0.137,52.219.37.38","17.248.216.68,17.248.216.66,192.168.0.194,17.242.13.4,192.168.0.137,52.219.37.38",1.2040243596265414,66,304542.27399350645,"17,6",176,0
"17.248.216.68,142.251.12.188,17.248.216.66,17.242.13.4,224.0.0.251,192.168.0.137,52.219.37.38","17.248.216.68,142.251.12.188,17.248.216.66,192.168.0.109,17.242.13.4,192.168.0.137,52.219.37.38",1.2834523552625337,66,274863.81781609193,"17,6",145,0
"17.248.216.68,17.248.216.66,192.168.0.1,17.242.13.4,192.168.0.137,52.219.40.186","17.248.216.68,17.248.216.66,192.168.0.1,17.242.13.4,192.168.0.137,52.219.40.186",1.0917790996590864,66,257166.63673289184,"17,6",151,0
"17.248.216.68,17.248.216.66,52.219.125.70,192.168.0.1,17.242.13.4,224.0.0.251,192.168.0.137,239.255.255.250","17.248.216.68,17.248.216.66,52.219.125.70,192.168.0.1,192.168.0.104,17.242.13.4,192.168.0.137",0.8089269391392596,66,243446.487909397,"17,6",243,0
"17.248.216.68,17.248.216.66,52.219.125.70,31.13.64.61,17.242.13.4,192.168.0.137,140.82.114.25,142.250.76.174","17.248.216.68,17.248.216.66,52.219.125.70,31.13.64.61,17.242.13.4,192.168.0.137,140.82.114.25,142.250.76.174",1.0380161793229865,66,268618.9724137931,6,145,0
"17.248.216.68,17.248.216.66,52.219.125.70,224.0.0.1,52.19.236.182,31.13.64.61,17.242.13.4,224.0.0.251,192.168.0.137,142.251.42.46,18.155.107.24,239.255.255.250","17.248.216.68,17.248.216.66,52.219.125.70,192.168.0.109,52.19.236.182,192.168.0.1,31.13.64.61,17.242.13.4,192.168.0.137,142.251.42.46,18.155.107.24",1.1543426957575,66,239394.53970779222,"17,2,6",176,0
"17.248.216.68,224.0.0.2,17.248.216.66,52.219.125.70,17.242.13.4,224.0.0.251,192.168.0.137,224.0.0.252,239.255.255.250","17.248.216.68,17.248.216.66,52.219.125.70,192.168.0.1,192.168.0.104,17.242.13.4,192.168.0.137",0.998466080348181,66,284763.3319021039,"2,6",137,0
"17.248.216.68,17.248.216.69,17.248.216.66,3.5.146.147,192.168.0.1,17.242.13.4,224.0.0.251,17.248.216.64,192.168.0.137,140.82.114.25,239.255.255.250","17.248.216.68,17.248.216.69,17.248.216.66,3.5.146.147,192.168.0.1,192.168.0.104,17.248.216.64,192.168.0.137,140.82.114.25,17.242.13.4",1.1678598545268077,66,275478.27246231155,"17,2,6",200,0
"17.248.216.68,17.248.216.66,3.5.146.147,52.19.236.182,31.13.64.61,17.242.13.4,192.168.0.137,142.250.76.174,239.255.255.250","17.248.216.68,17.248.216.66,3.5.146.147,52.19.236.182,31.13.64.61,192.168.0.104,17.242.13.4,192.168.0.137,142.250.76.174",0.9960674824807455,66,344846.9319475591,"17,6",341,0
"17.248.216.68,17.248.216.66,3.5.146.147,17.242.13.4,224.0.0.251,192.168.0.137,142.250.76.174","17.248.216.68,17.248.216.66,3.5.146.147,192.168.0.109,17.242.13.4,192.168.0.137,142.250.76.174",0.6616016350259912,66,298567.47620647936,"17,6",173,0
"17.248.216.68,142.251.12.188,17.248.216.66,3.5.146.147,17.242.13.4,192.168.0.137","17.248.216.68,142.251.12.188,17.248.216.66,3.5.146.147,17.242.13.4,192.168.0.137",1.3987033884905071,66,280568.19582043344,6,153,0
"17.248.216.68,17.248.216.66,3.5.146.147,17.242.13.4,224.0.0.251,192.168.0.137","17.248.216.68,17.248.216.66,3.5.146.147,192.168.0.104,17.242.13.4,192.168.0.137",1.0705914005921753,66,289753.00708228495,"17,6",147,0
"17.248.216.66,3.5.146.147,192.168.0.1,17.242.13.4,192.168.0.137,17.248.216.65","17.248.216.66,3.5.146.147,192.168.0.1,17.242.13.4,192.168.0.137,17.248.216.65",1.0981750019827576,66,296816.73951048945,"17,6",144,0
"172.253.118.84,17.248.216.66,3.5.146.147,192.168.0.1,17.242.13.4,224.0.0.251,192.168.0.137,142.250.183.142,17.248.216.65","172.253.118.84,17.248.216.66,3.5.146.147,192.168.0.109,192.168.0.1,17.242.13.4,142.250.183.142,192.168.0.137,17.248.216.65",1.8300308901485836,66,272347.77661689604,"17,6",227,0
"17.248.216.66,31.13.64.61,17.242.13.4,52.219.129.66,192.168.0.137,17.248.216.65,142.251.42.46,18.155.107.24","17.248.216.66,31.13.64.61,17.242.13.4,52.219.129.66,192.168.0.137,17.248.216.65,142.251.42.46,18.155.107.24",1.1586283565754623,66,275717.48187521787,6,152,0
"17.248.216.66,192.168.0.1,17.242.13.4,224.0.0.251,192.168.0.137,52.219.129.66,239.255.255.250","17.248.216.66,192.168.0.194,192.168.0.1,192.168.0.104,52.219.129.66,192.168.0.137,17.242.13.4",0.8088672725652875,66,251807.77004793365,"17,6",249,0
"17.248.216.66,17.242.13.4,52.219.129.66,192.168.0.137,140.82.114.25,239.255.255.250","17.248.216.66,192.168.0.194,17.242.13.4,52.219.129.66,192.168.0.137,140.82.114.25",1.2053256829211152,66,271455.95970496896,"17,6",161,0
"17.248.216.66,52.19.236.182,17.242.13.4,52.219.129.66,192.168.0.137,224.0.0.251","17.248.216.66,192.168.0.109,52.19.236.182,17.242.13.4,52.219.129.66,192.168.0.137",0.9205772282179316,66,282883.0464459161,"17,6",151,0
"17.248.216.66,17.242.13.4,52.219.129.66,192.168.0.137,142.250.76.174","17.248.216.66,17.242.13.4,52.219.129.66,192.168.0.137,142.250.76.174",1.2364286096798063,66,273798.158711602,6,158,0
"142.251.12.188,17.248.216.66,192.168.0.1,17.242.13.4,52.219.129.66,224.0.0.251,192.168.0.137,140.82.114.25","142.251.12.188,17.248.216.66,192.168.0.1,192.168.0.104,52.219.129.66,192.168.0.137,17.242.13.4,140.82.114.25",1.0536325500332209,66,278251.952872377,"17,6",153,0
"17.248.216.66,52.19.236.182,192.168.0.1,17.242.13.4,192.168.0.137,52.219.124.242,239.255.255.250","17.248.216.66,52.19.236.182,192.168.0.1,192.168.0.104,17.242.13.4,192.168.0.137,52.219.124.242",1.2320662222647338,66,259820.99049027893,"17,6",169,0
"17.248.216.66,17.242.13.4,224.0.0.251,192.168.0.137,52.219.124.242","17.248.216.66,192.168.0.109,17.242.13.4,192.168.0.137,52.219.124.242",1.1791386434977742,66,291571.90565875475,"17,6",153,0
"17.242.13.4,192.168.0.137,17.248.216.66,52.219.128.174","17.242.13.4,192.168.0.137,17.248.216.66,52.219.128.174",1.1903468447799839,66,287183.73357413145,6,153,0
"17.248.216.66,17.242.13.4,224.0.0.251,192.168.0.137,52.219.128.174,142.251.42.46,18.155.107.24","17.248.216.66,192.168.0.104,17.242.13.4,192.168.0.137,52.219.128.174,142.251.42.46,18.155.107.24",1.2370272601140955,66,277746.0003881987,"17,6",161,0
"17.248.216.66,192.168.0.1,17.242.13.4,224.0.0.251,192.168.0.137,52.219.128.174,142.250.192.46","17.248.216.66,192.168.0.194,192.168.0.1,17.242.13.4,192.168.0.137,52.219.128.174,142.250.192.46",0.8607139713980704,66,284914.25771804835,"17,6",193,0
"17.248.216.66,192.168.0.1,17.242.13.4,224.0.0.251,192.168.0.137,52.219.128.174","17.248.216.66,192.168.0.109,192.168.0.1,17.242.13.4,192.168.0.137,52.219.128.174",1.042350058662814,66,279213.53865138127,"17,6",159,0
"17.248.216.66,52.219.124.22,31.13.64.61,17.242.13.4,192.168.0.137","17.248.216.66,52.219.124.22,31.13.64.61,17.242.13.4,192.168.0.137",1.1142517165931174,66,274763.5563932003,6,165,0
"17.248.216.68,17.248.216.66,52.219.124.22,192.168.0.1,17.242.13.4,224.0.0.251,192.168.0.137,17.248.216.65,142.250.76.174,239.255.255.250","17.248.216.68,17.248.216.66,52.219.124.22,192.168.0.1,192.168.0.104,17.242.13.4,192.168.0.137,17.248.216.65,142.250.76.174",0.6852692785372695,66,263686.58244176017,"17,6",305,0
"142.251.12.188,17.248.216.66,52.219.124.22,17.242.13.4,192.168.0.137,140.82.114.25","142.251.12.188,17.248.216.66,52.219.124.22,17.242.13.4,192.168.0.137,140.82.114.25",1.3272254883874046,66,284861.3972826087,6,161,0
"17.248.216.66,52.219.124.22,52.19.236.182,17.242.13.4,224.0.0.251,192.168.0.137","17.248.216.66,192.168.0.109,52.219.124.22,52.19.236.182,17.242.13.4,192.168.0.137",0.9365572311842133,66,303079.66424185166,"17,6",146,0
"52.219.41.10,224.0.0.2,17.248.216.66,224.0.0.1,192.168.0.1,17.242.13.4,192.168.0.137,142.250.192.46,239.255.255.250","52.219.41.10,17.248.216.66,192.168.0.1,17.242.13.4,192.168.0.137,142.250.192.46",0.8388836680027631,66,288752.98791423003,"17,2,6",190,0
"52.219.41.10,17.248.216.66,17.242.13.4,224.0.0.251,192.168.0.137,140.82.114.25,224.0.0.252","52.219.41.10,17.248.216.66,192.168.0.1,192.168.0.104,17.242.13.4,192.168.0.137,140.82.114.25",1.2508226386407306,66,287251.7052782422,"17,2,6",159,0
"52.219.41.10,17.248.216.66,52.19.236.182,17.242.13.4,192.168.0.137,142.251.42.46,18.155.107.24,142.250.76.174,239.255.255.250","52.219.41.10,17.248.216.66,52.19.236.182,192.168.0.104,17.242.13.4,192.168.0.137,142.251.42.46,18.155.107.24,142.250.76.174",0.7008134050716602,66,359649.4384533123,"17,6",327,0
"17.248.216.66,52.219.129.144,192.168.0.1,17.242.13.4,224.0.0.251,192.168.0.137","17.248.216.66,192.168.0.109,52.219.129.144,192.168.0.1,17.242.13.4,192.168.0.137",1.1753636727623384,66,286141.0552871712,"17,6",162,0
"52.219.129.144,17.242.13.4,192.168.0.137,17.248.216.66","52.219.129.144,17.242.13.4,192.168.0.137,17.248.216.66",1.172952907284028,66,304314.70587196463,6,151,0
"17.248.216.66,142.250.70.35,192.168.0.1,17.242.13.4,224.0.0.251,192.168.0.137,142.250.182.227,52.219.132.150","17.248.216.66,142.250.70.35,192.168.0.1,192.168.0.104,17.242.13.4,192.168.0.137,142.250.182.227,52.219.132.150",0.9166714897854923,66,292916.25174299383,"17,6",210,0
"17.248.216.69,17.248.216.66,192.168.0.1,17.242.13.4,192.168.0.137,52.219.132.150","17.248.216.69,17.248.216.66,192.168.0.1,17.242.13.4,192.168.0.137,52.219.132.150",1.1699106997465996,66,294709.8166975732,"17,6",158,0
"17.248.216.69,142.251.12.188,17.248.216.66,17.242.13.4,224.0.0.251,192.168.0.137,52.219.132.150","17.248.216.69,142.251.12.188,17.248.216.66,192.168.0.109,17.242.13.4,192.168.0.137,52.219.132.150",1.0455038926258258,66,304378.31452538626,"17,6",151,0
"17.248.216.69,17.248.216.66,192.168.0.1,17.242.13.4,192.168.0.137,52.219.132.150","17.248.216.69,17.248.216.66,192.168.0.1,17.242.13.4,192.168.0.137,52.219.132.150",0.7477888931753186,66,297444.0876757651,"17,6",156,0
"52.219.40.90,17.248.216.69,17.248.216.66,192.168.0.1,17.242.13.4,224.0.0.251,192.168.0.137,239.255.255.250","52.219.40.90,17.248.216.69,17.248.216.66,192.168.0.194,192.168.0.1,192.168.0.104,17.242.13.4,192.168.0.137",0.760111867028688,66,261524.66233421752,"17,6",261,0
"52.219.40.90,17.248.216.69,17.248.216.66,17.248.216.67,142.250.70.35,17.242.13.4,224.0.0.251,192.168.0.137,140.82.114.25,239.255.255.250","52.219.40.90,17.248.216.69,17.248.216.66,192.168.0.109,192.168.0.194,17.248.216.67,142.250.70.35,17.242.13.4,192.168.0.137,140.82.114.25",1.0594010557711155,66,289215.34442904405,"17,6",212,0
"17.248.216.69,17.248.216.66,52.19.236.182,17.242.13.4,192.168.0.137,3.5.150.213,142.251.42.46,18.155.107.24,142.250.76.174","17.248.216.69,17.248.216.66,52.19.236.182,17.242.13.4,192.168.0.137,3.5.150.213,142.251.42.46,18.155.107.24,142.250.76.174",1.440600687562294,66,288954.899919344,6,173,0
"17.248.216.69,17.248.216.66,17.242.13.4,192.168.0.137,3.5.150.213","17.248.216.69,17.248.216.66,17.242.13.4,192.168.0.137,3.5.150.213",0.8352741520631801,66,324327.7176204078,6,143,0
"17.248.216.69,17.248.216.66,192.168.0.1,17.242.13.4,224.0.0.251,192.168.0.137,140.82.114.25,3.5.150.213","17.248.216.69,17.248.216.66,192.168.0.1,192.168.0.104,17.242.13.4,192.168.0.137,140.82.114.25,3.5.150.213",0.9274321400493272,66,302336.9958726415,"17,6",160,0
"52.92.233.138,17.248.216.69,17.248.216.66,52.19.236.182,192.168.0.1,3.5.87.169,31.13.64.61,224.0.0.251,192.168.0.137,17.242.13.4,142.251.42.46,18.155.107.24,239.255.255.250","52.92.233.138,17.248.216.69,17.248.216.66,192.168.0.109,52.19.236.182,3.5.87.169,192.168.0.1,192.168.0.104,31.13.64.61,192.168.0.137,17.242.13.4,142.251.42.46,18.155.107.24",1.5760035196012787,66,263467.7644859814,"17,6",215,0
"17.248.216.69,17.248.216.66,17.242.13.4,192.168.0.137,52.219.129.92","17.248.216.69,17.248.216.66,17.242.13.4,192.168.0.137,52.219.129.92",0.9043408373802632,66,316179.2826333217,6,152,0
"17.248.216.69,142.251.12.188,17.248.216.66,142.250.70.35,17.242.13.4,224.0.0.251,192.168.0.137,52.219.129.92","17.248.216.69,142.251.12.188,17.248.216.66,142.250.70.35,17.242.13.4,192.168.0.104,192.168.0.137,52.219.129.92",0.9714783559981526,66,302080.5418684048,"17,6",180,0
"17.248.216.69,17.248.216.66,17.242.13.4,192.168.0.137,52.219.129.92","17.248.216.69,17.248.216.66,17.242.13.4,192.168.0.137,52.219.129.92",1.322721798461277,66,308562.5979601709,6,158,0
"17.248.216.69,17.248.216.66,17.242.13.4,224.0.0.251,192.168.0.137,52.219.129.92","17.248.216.69,17.248.216.66,192.168.0.109,192.168.0.194,17.242.13.4,192.168.0.137,52.219.129.92",1.1093154285582985,66,311028.27043010754,"17,6",156,0
"17.248.216.69,17.248.216.66,192.168.0.1,17.242.13.4,192.168.0.137,52.219.129.58","17.248.216.69,17.248.216.66,192.168.0.1,17.242.13.4,192.168.0.137,52.219.129.58",0.8745870508009572,66,307435.6726022013,"17,6",160,0
"17.248.216.69,17.248.216.66,142.250.76.174,17.253.18.247,17.242.13.4,224.0.0.251,192.168.0.137,52.219.129.58","17.248.216.69,17.248.216.66,142.250.76.174,17.253.18.247,17.242.13.4,192.168.0.104,192.168.0.137,52.219.129.58",0.7473158729715997,66,335609.30573431693,"17,6",277,0
"17.248.216.69,17.248.216.66,192.168.0.1,17.242.13.4,192.168.0.137,52.219.129.58,239.255.255.250","17.248.216.69,17.248.216.66,192.168.0.1,17.242.13.4,192.168.0.137,52.219.129.58",0.695554759914668,66,275422.5406206577,"17,6",255,0
"17.248.216.69,52.219.132.118,17.248.216.66,192.168.0.1,17.242.13.4,224.0.0.251,192.168.0.137,140.82.114.25","17.248.216.69,52.219.132.118,17.248.216.66,192.168.0.109,192.168.0.1,17.242.13.4,192.168.0.137,140.82.114.25",1.19744450068629,66,298718.5408320493,"17,6",177,0
"17.248.216.69,17.248.216.66,52.219.132.62,52.19.236.182,17.242.13.4,192.168.0.137","17.248.216.69,17.248.216.66,52.219.132.62,52.19.236.182,17.242.13.4,192.168.0.137",1.1418899287099193,66,301854.67191089457,6,170,0
"17.248.216.69,17.248.216.66,52.219.132.62,17.242.13.4,224.0.0.251,192.168.0.137","17.248.216.69,17.248.216.66,52.219.132.62,17.242.13.4,192.168.0.104,192.168.0.137",1.0853722371260288,66,306903.4062431545,"17,6",166,0
"17.248.216.69,142.251.12.188,17.248.216.66,224.0.0.1,52.219.132.62,17.242.13.4,192.168.0.137,140.82.114.25,224.0.0.252","17.248.216.69,142.251.12.188,17.248.216.66,52.219.132.62,192.168.0.1,17.242.13.4,192.168.0.137,140.82.114.25",1.1722070910435891,66,304924.16532826144,"2,6",169,0
"224.0.0.2,17.248.216.69,17.248.216.66,52.219.132.62,52.19.236.182,192.168.0.1,17.242.13.4,224.0.0.251,192.168.0.137,142.250.182.227,18.155.107.24,142.250.76.174,239.255.255.250","17.248.216.69,17.248.216.66,192.168.0.109,52.219.132.62,52.19.236.182,192.168.0.1,192.168.0.104,17.242.13.4,192.168.0.137,142.250.182.227,18.155.107.24,142.250.76.174",0.5506638488576812,66,326292.4560355504,"17,2,6",371,0
"17.248.216.69,17.248.216.66,192.168.0.1,17.242.13.4,192.168.0.137,52.219.128.26,142.250.76.174","17.248.216.69,17.248.216.66,192.168.0.1,17.242.13.4,192.168.0.137,52.219.128.26,142.250.76.174",1.318081835170379,66,262545.6450849963,"17,6",165,0
"17.248.216.69,17.248.216.66,17.242.13.4,224.0.0.251,192.168.0.137,52.219.128.26","17.248.216.69,17.248.216.66,17.242.13.4,192.168.0.104,192.168.0.137,52.219.128.26",1.234919795613651,66,273184.6052684904,"17,6",141,0
"17.248.216.69,17.248.216.66,17.242.13.4,192.168.0.137,52.219.128.26","17.248.216.69,17.248.216.66,17.242.13.4,192.168.0.137,52.219.128.26",0.8907145937367593,66,281466.92962962965,6,136,0
"52.219.40.234,17.248.216.69,17.248.216.66,192.168.0.1,17.242.13.4,224.0.0.251,192.168.0.137,142.250.183.36","52.219.40.234,17.248.216.69,17.248.216.66,192.168.0.109,192.168.0.1,17.242.13.4,142.250.183.36,192.168.0.137",2.0878567799577685,66,269537.68145750015,"17,6",178,0
"17.248.216.69,17.248.216.66,31.13.64.61,17.242.13.4,192.168.0.137,52.219.41.14","17.248.216.69,17.248.216.66,31.13.64.61,142.250.183.36,17.242.13.4,192.168.0.137,52.219.41.14",0.9693851271878459,66,272516.74541049293,"17,6",147,0
"17.248.216.69,17.248.216.66,17.242.13.4,224.0.0.251,192.168.0.137,52.219.41.14","17.248.216.69,17.248.216.66,17.242.13.4,192.168.0.104,192.168.0.137,52.219.41.14",1.1796411291374624,66,267561.6319646799,"17,6",151,0
"17.248.216.69,17.248.216.66,192.168.0.1,17.242.13.4,192.168.0.137,52.219.40.137,142.250.192.46,239.255.255.250","17.248.216.69,17.248.216.66,192.168.0.194,192.168.0.1,17.242.13.4,192.168.0.137,52.219.40.137,142.250.192.46",1.385652895115842,66,258496.77196385936,"17,6",272,0
"17.248.216.69,142.251.12.188,17.248.216.66,17.242.13.4,224.0.0.251,192.168.0.137,140.82.114.25,52.219.40.137,142.250.192.46,239.255.255.250","17.248.216.69,142.251.12.188,17.248.216.66,192.168.0.109,192.168.0.194,17.242.13.4,192.168.0.137,140.82.114.25,52.219.40.137,142.250.192.46",1.2531380297024741,66,255106.64375461932,"17,6",165,0
"17.248.216.69,17.248.216.66,52.19.236.182,17.242.13.4,192.168.0.137,52.219.40.137,18.155.107.24","17.248.216.69,17.248.216.66,52.19.236.182,17.242.13.4,192.168.0.137,52.219.40.137,18.155.107.24",1.1329583204205727,66,279231.8344827586,6,145,0
"17.248.216.69,17.248.216.66,192.168.0.1,17.242.13.4,224.0.0.251,192.168.0.137,52.219.40.137,142.250.76.174","17.248.216.69,17.248.216.66,192.168.0.1,17.242.13.4,192.168.0.104,192.168.0.137,52.219.40.137,142.250.76.174",1.311875212131262,66,272773.1059602649,"17,6",151,0
"17.248.216.69,52.219.184.36,17.248.216.66,17.242.13.4,192.168.0.137,140.82.114.25","17.248.216.69,52.219.184.36,17.248.216.66,17.242.13.4,192.168.0.137,140.82.114.25",0.9686885660927187,66,290554.71754770103,6,139,0
"17.248.216.69,52.219.184.36,17.248.216.66,52.19.236.182,192.168.0.1,17.242.13.4,224.0.0.251,192.168.0.137,142.250.182.227,239.255.255.250","17.248.216.69,52.219.184.36,17.248.216.66,192.168.0.109,52.19.236.182,192.168.0.1,192.168.0.104,17.242.13.4,192.168.0.137,142.250.182.227",0.9017591367090069,66,260463.04940219992,"17,6",205,0
"17.248.216.69,17.248.216.66,52.219.125.120,17.242.13.4,192.168.0.137","17.248.216.69,17.248.216.66,52.219.125.120,17.242.13.4,192.168.0.137",1.137121437868578,66,278852.8720297479,6,149,0
"17.248.216.69,17.248.216.66,52.219.125.120,17.242.13.4,224.0.0.251,192.168.0.137","17.248.216.69,17.248.216.66,52.219.125.120,17.242.13.4,192.168.0.104,192.168.0.137",1.218045647122187,66,282660.0697045942,"17,6",147,0
"17.248.216.69,17.248.216.66,52.219.125.120,31.13.64.61,17.242.13.4,192.168.0.137","17.248.216.69,17.248.216.66,52.219.125.120,31.13.64.61,17.242.13.4,192.168.0.137",0.9309339990748454,66,280276.86799117,6,151,0
"17.248.216.69,17.248.216.66,52.219.125.120,192.168.0.1,17.242.13.4,224.0.0.251,192.168.0.137","17.248.216.69,17.248.216.66,192.168.0.109,52.219.125.120,192.168.0.194,192.168.0.1,17.242.13.4,192.168.0.137",1.205974529072476,66,288077.41580467805,"17,6",147,0
"52.219.40.194,17.248.216.69,142.251.12.188,17.248.216.66,17.242.13.4,224.0.0.251,192.168.0.137","52.219.40.194,17.248.216.69,142.251.12.188,17.248.216.66,192.168.0.194,17.242.13.4,192.168.0.137",1.2594730920575958,66,271511.30939465406,"17,6",160,0
"52.219.40.194,17.248.216.69,17.248.216.66,17.242.13.4,224.0.0.251,192.168.0.137,18.155.107.24","52.219.40.194,17.248.216.69,17.248.216.66,17.242.13.4,192.168.0.104,192.168.0.137,18.155.107.24",0.9323047146939022,66,290879.6266283525,"17,6",145,0
"52.219.40.194,17.248.216.69,17.248.216.66,192.168.0.1,17.242.13.4,224.0.0.251,192.168.0.137,142.250.76.174,239.255.255.250","52.219.40.194,17.248.216.69,17.248.216.66,192.168.0.109,192.168.0.1,17.242.13.4,192.168.0.137,142.250.76.174",0.7901060176885442,66,235365.1438848921,"17,6",279,0
"17.248.216.69,17.248.216.66,17.242.13.4,224.0.0.251,192.168.0.137,140.82.114.25,52.219.129.84","17.248.216.69,17.248.216.66,17.242.13.4,192.168.0.137,140.82.114.25,52.219.129.84",1.1813217581509796,66,280467.6898263027,"17,6",156,0
"17.248.216.69,17.248.216.66,52.19.236.182,17.242.13.4,224.0.0.251,192.168.0.137,52.219.129.84","17.248.216.69,17.248.216.66,52.19.236.182,17.242.13.4,192.168.0.137,52.219.129.84",0.9608136539910189,66,297244.26218919974,"17,6",144,0
"17.248.216.69,17.248.216.66,3.5.150.174,192.168.0.1,17.242.13.4,224.0.0.251,192.168.0.137,23.221.53.130","17.248.216.69,17.248.216.66,192.168.0.1,3.5.150.174,17.242.13.4,192.168.0.104,192.168.0.137,23.221.53.130",1.1423632903439487,66,290437.01431798557,"17,6,1",174,0
"17.248.216.69,17.248.216.66,224.0.0.1,3.5.150.174,142.250.183.36,17.242.13.4,192.168.0.137,140.82.114.25,224.0.0.251","17.248.216.69,17.248.216.66,192.168.0.109,3.5.150.174,192.168.0.1,142.250.183.36,17.242.13.4,192.168.0.137,140.82.114.25",0.8721620074452454,66,300655.0693594451,"17,2,6",172,0
"17.248.216.69,17.248.216.66,52.19.236.182,67.220.224.107,3.5.150.174,192.168.0.1,17.242.13.4,224.0.0.251,192.168.0.137,142.250.76.174,239.255.255.250","17.248.216.69,17.248.216.66,52.19.236.182,67.220.224.107,3.5.150.174,192.168.0.1,192.168.0.104,17.242.13.4,192.168.0.137,142.250.76.174",1.0911344896396813,66,317258.64766981005,"17,2,6",271,0
"224.0.0.2,17.248.216.69,17.248.216.66,52.219.133.2,192.168.0.1,17.242.13.4,192.168.0.137,224.0.0.252,142.250.76.174,239.255.255.250","17.248.216.69,17.248.216.66,52.219.133.2,192.168.0.1,17.242.13.4,192.168.0.137,142.250.76.174",1.1739419323150735,66,275197.6757070178,"17,2,6",164,0
